Bag_ID,Date,Site_ID,Ecoregion,Treatment,Plant_Number,GPS_Lat,GPS_Lon,Field_Temp_C,Field_Dist_From_Road_m,Field_Soil_Compaction_PSI,Field_Percent_Cover,Field_Damage_Score_0_to_4,Field_Open_Flowers,Field_Notes,Lab_Adult_Bugs,Lab_Larvae_Count,Lab_Egg_Count,Lab_Dry_Leaf_Biomass_g,Lab_Dry_Root_Biomass_g,Lab_Spine_Density_0_to_2,Lab_Leaf_CN_Ratio,Lab_Root_AMF_Colonization_Pct,Soil_pH_Site_Avg,Soil_Nitrogen_ppm_Site_Avg,Soil_Organic_Matter_Pct_Site_Avg,Soil_Nematode_Count_Site_Avg,Soil_AMF_Spore_Count_Site_Avg
0523-S13-U-P02-COMP,2026-05-23,S13,Central_Texas,Undisturbed,2,30.19869,-97.38181,33.2,19.4,143,85,0,5,Flowering heavily,3,3,22,25.8,57.6,1,24.0,53,7.1,35.9,2.5,485,240
0523-S13-U-P03-COMP,2026-05-23,S13,Central_Texas,Undisturbed,3,30.19869,-97.38181,33.2,19.4,143,91,0,13,,5,18,7,31.9,93.8,1,28.9,42,7.1,35.9,2.5,485,240
0523-S13-U-P04-COMP,2026-05-23,S13,Central_Texas,Undisturbed,4,30.19869,-97.38181,33.2,19.4,143,79,0,9,Very thorny,3,5,15,37.7,71.8,2,30.0,46,7.1,35.9,2.5,485,240
0523-S13-U-P05-COMP,2026-05-23,S13,Central_Texas,Undisturbed,5,30.19869,-97.38181,33.2,19.4,143,86,0,15,Huge root,0,15,38,43.9,83.3,1,20.6,66,7.1,35.9,2.5,485,240
0523-S13-U-P06-COMP,2026-05-23,S13,Central_Texas,Undisturbed,6,30.19869,-97.38181,33.2,19.4,143,61,0,11,Huge root,3,19,46,45.5,52.9,2,20.9,41,7.1,35.9,2.5,485,240
0523-S13-U-P07-COMP,2026-05-23,S13,Central_Texas,Undisturbed,7,30.19869,-97.38181,33.2,19.4,143,61,2,8,Very thorny,2,10,6,34.0,87.3,1,26.7,47,7.1,35.9,2.5,485,240
0523-S13-U-P08-COMP,2026-05-23,S13,Central_Texas,Undisturbed,8,30.19869,-97.38181,33.2,19.4,143,81,0,6,Flowering heavily,5,15,14,36.9,75.0,2,23.0,51,7.1,35.9,2.5,485,240
0523-S13-U-P09-COMP,2026-05-23,S13,Central_Texas,Undisturbed,9,30.19869,-97.38181,33.2,19.4,143,68,2,14,Huge root,1,17,10,43.3,87.1,2,24.9,78,7.1,35.9,2.5,485,240
0523-S13-U-P10-COMP,2026-05-23,S13,Central_Texas,Undisturbed,10,30.19869,-97.38181,33.2,19.4,143,64,0,13,Huge root,0,16,47,40.4,55.1,2,21.9,64,7.1,35.9,2.5,485,240
0523-S14-D-P01-COMP,2026-05-23,S14,Central_Texas,Disturbed,1,29.7007,-97.20002,32.4,1.8,229,24,3,0,,7,85,209,11.1,29.5,1,12.9,0,6.8,22.4,2.2,175,34
0523-S14-D-P02-COMP,2026-05-23,S14,Central_Texas,Disturbed,2,29.7007,-97.20002,32.4,1.8,229,26,3,0,Drought stressed,6,53,59,13.5,16.8,0,12.8,4,6.8,22.4,2.2,175,34
0523-S14-D-P03-COMP,2026-05-23,S14,Central_Texas,Disturbed,3,29.7007,-97.20002,32.4,1.8,229,27,3,1,Drought stressed,11,58,114,22.6,15.3,1,11.3,2,6.8,22.4,2.2,175,34
0523-S14-D-P04-COMP,2026-05-23,S14,Central_Texas,Disturbed,4,29.7007,-97.20002,32.4,1.8,229,28,4,2,,13,40,226,13.4,25.5,1,14.0,15,6.8,22.4,2.2,175,34
0523-S14-D-P05-COMP,2026-05-23,S14,Central_Texas,Disturbed,5,29.7007,-97.20002,32.4,1.8,229,28,2,2,Ants present,14,54,74,20.8,20.2,1,13.8,0,6.8,22.4,2.2,175,34
0523-S14-D-P06-COMP,2026-05-23,S14,Central_Texas,Disturbed,6,29.7007,-97.20002,32.4,1.8,229,4,3,0,Ants present,8,90,179,17.6,17.2,1,12.1,15,6.8,22.4,2.2,175,34
0523-S14-D-P07-COMP,2026-05-23,S14,Central_Texas,Disturbed,7,29.7007,-97.20002,32.4,1.8,229,13,4,1,Looks healthy,13,57,151,10.5,19.7,0,11.4,14,6.8,22.4,2.2,175,34
0523-S14-D-P08-COMP,2026-05-23,S14,Central_Texas,Disturbed,8,29.7007,-97.20002,32.4,1.8,229,13,3,0,Looks healthy,7,23,231,20.6,34.3,1,12.0,5,6.8,22.4,2.2,175,34
0523-S14-D-P09-COMP,2026-05-23,S14,Central_Texas,Disturbed,9,29.7007,-97.20002,32.4,1.8,229,9,3,1,Ants present,5,67,169,13.1,24.8,0,13.3,1,6.8,22.4,2.2,175,34
0523-S14-D-P10-COMP,2026-05-23,S14,Central_Texas,Disturbed,10,29.7007,-97.20002,32.4,1.8,229,1,3,2,Drought stressed,11,79,211,13.1,34.0,1,12.9,11,6.8,22.4,2.2,175,34
0523-S15-D-P01-COMP,2026-05-23,S15,Central_Texas,Disturbed,1,30.33096,-97.65021,34.5,4.7,255,14,3,0,Drought stressed,10,46,99,14.7,35.8,0,10.6,7,7.2,24.4,2.1,165,43
0523-S15-D-P02-COMP,2026-05-23,S15,Central_Texas,Disturbed,2,30.33096,-97.65021,34.5,4.7,255,28,4,1,Ants present,12,83,125,24.4,35.0,0,13.9,14,7.2,24.4,2.1,165,43
0523-S15-D-P03-COMP,2026-05-23,S15,Central_Texas,Disturbed,3,30.33096,-97.65021,34.5,4.7,255,14,3,2,Ants present,16,46,95,16.1,17.6,1,10.8,12,7.2,24.4,2.1,165,43
0523-S15-D-P04-COMP,2026-05-23,S15,Central_Texas,Disturbed,4,30.33096,-97.65021,34.5,4.7,255,30,2,2,,9,48,219,19.6,30.0,1,14.4,7,7.2,24.4,2.1,165,43
0523-S15-D-P05-COMP,2026-05-23,S15,Central_Texas,Disturbed,5,30.33096,-97.65021,34.5,4.7,255,2,4,2,Drought stressed,10,100,199,23.8,33.3,0,14.8,10,7.2,24.4,2.1,165,43
0523-S15-D-P06-COMP,2026-05-23,S15,Central_Texas,Disturbed,6,30.33096,-97.65021,34.5,4.7,255,29,3,1,,11,49,160,20.9,32.1,1,11.9,4,7.2,24.4,2.1,165,43
0523-S15-D-P07-COMP,2026-05-23,S15,Central_Texas,Disturbed,7,30.33096,-97.65021,34.5,4.7,255,3,3,0,Looks healthy,9,32,134,10.7,38.1,0,10.2,6,7.2,24.4,2.1,165,43
0523-S15-D-P08-COMP,2026-05-23,S15,Central_Texas,Disturbed,8,30.33096,-97.65021,34.5,4.7,255,2,4,1,,6,33,147,23.6,39.1,0,12.2,10,7.2,24.4,2.1,165,43
0523-S15-D-P09-COMP,2026-05-23,S15,Central_Texas,Disturbed,9,30.33096,-97.65021,34.5,4.7,255,23,2,2,Looks healthy,6,49,206,23.3,35.7,1,14.6,2,7.2,24.4,2.1,165,43
0523-S15-D-P10-COMP,2026-05-23,S15,Central_Texas,Disturbed,10,30.33096,-97.65021,34.5,4.7,255,26,4,2,Drought stressed,7,58,102,19.1,27.6,0,12.1,8,7.2,24.4,2.1,165,43
0523-S16-D-P01-COMP,2026-05-23,S16,Central_Texas,Disturbed,1,30.66668,-97.23504,34.4,4.1,212,27,3,2,Mowed recently,9,28,141,11.3,21.0,1,13.1,4,7.0,37.4,1.6,414,34
0523-S16-D-P02-COMP,2026-05-23,S16,Central_Texas,Disturbed,2,30.66668,-97.23504,34.4,4.1,212,30,3,2,Mowed recently,19,51,211,22.8,22.5,1,12.3,6,7.0,37.4,1.6,414,34
0523-S16-D-P03-COMP,2026-05-23,S16,Central_Texas,Disturbed,3,30.66668,-97.23504,34.4,4.1,212,29,2,1,,7,60,62,21.5,29.5,0,13.3,4,7.0,37.4,1.6,414,34
0523-S16-D-P04-COMP,2026-05-23,S16,Central_Texas,Disturbed,4,30.66668,-97.23504,34.4,4.1,212,3,3,0,,5,53,244,18.5,29.9,1,13.3,0,7.0,37.4,1.6,414,34
0523-S16-D-P05-COMP,2026-05-23,S16,Central_Texas,Disturbed,5,30.66668,-97.23504,34.4,4.1,212,4,4,1,Mowed recently,16,38,71,14.1,31.8,1,12.7,11,7.0,37.4,1.6,414,34
0523-S16-D-P06-COMP,2026-05-23,S16,Central_Texas,Disturbed,6,30.66668,-97.23504,34.4,4.1,212,11,4,0,Ants present,15,65,110,20.6,40.0,1,13.3,13,7.0,37.4,1.6,414,34
0523-S16-D-P07-COMP,2026-05-23,S16,Central_Texas,Disturbed,7,30.66668,-97.23504,34.4,4.1,212,10,2,2,Ants present,9,25,231,12.4,32.6,0,12.6,1,7.0,37.4,1.6,414,34
0523-S16-D-P08-COMP,2026-05-23,S16,Central_Texas,Disturbed,8,30.66668,-97.23504,34.4,4.1,212,4,3,0,,16,73,166,23.9,19.1,1,12.8,2,7.0,37.4,1.6,414,34
0523-S16-D-P09-COMP,2026-05-23,S16,Central_Texas,Disturbed,9,30.66668,-97.23504,34.4,4.1,212,24,2,1,Mowed recently,6,59,127,11.6,29.0,1,14.4,2,7.0,37.4,1.6,414,34
0523-S16-D-P10-COMP,2026-05-23,S16,Central_Texas,Disturbed,10,30.66668,-97.23504,34.4,4.1,212,4,2,2,Mowed recently,16,76,99,15.6,27.0,1,12.0,11,7.0,37.4,1.6,414,34
0524-S17-U-P01-COMP,2026-05-24,S17,Coastal_Plains,Undisturbed,1,28.28404,-97.72554,32.6,40.4,142,68,0,10,Very thorny,3,13,2,45.2,74.5,1,29.7,80,7.3,39.9,2.9,448,279
0524-S17-U-P02-COMP,2026-05-24,S17,Coastal_Plains,Undisturbed,2,28.28404,-97.72554,32.6,40.4,142,83,2,11,Flowering heavily,2,5,12,34.8,70.6,2,21.0,77,7.3,39.9,2.9,448,279
0524-S17-U-P03-COMP,2026-05-24,S17,Coastal_Plains,Undisturbed,3,28.28404,-97.72554,32.6,40.4,142,61,2,13,Flowering heavily,0,16,2,33.9,85.5,1,26.6,56,7.3,39.9,2.9,448,279
0524-S17-U-P04-COMP,2026-05-24,S17,Coastal_Plains,Undisturbed,4,28.28404,-97.72554,32.6,40.4,142,82,1,10,Huge root,1,12,13,34.3,87.1,2,28.0,71,7.3,39.9,2.9,448,279
0524-S17-U-P05-COMP,2026-05-24,S17,Coastal_Plains,Undisturbed,5,28.28404,-97.72554,32.6,40.4,142,62,2,9,Flowering heavily,4,17,29,34.6,92.6,1,29.0,62,7.3,39.9,2.9,448,279
0524-S17-U-P06-COMP,2026-05-24,S17,Coastal_Plains,Undisturbed,6,28.28404,-97.72554,32.6,40.4,142,64,2,12,,0,2,12,36.5,73.6,1,21.8,50,7.3,39.9,2.9,448,279
0524-S17-U-P07-COMP,2026-05-24,S17,Coastal_Plains,Undisturbed,7,28.28404,-97.72554,32.6,40.4,142,64,0,8,Flowering heavily,2,2,20,34.2,88.1,1,23.2,51,7.3,39.9,2.9,448,279
0524-S17-U-P08-COMP,2026-05-24,S17,Coastal_Plains,Undisturbed,8,28.28404,-97.72554,32.6,40.4,142,86,1,13,,5,19,42,44.0,57.5,2,29.1,78,7.3,39.9,2.9,448,279
0524-S17-U-P09-COMP,2026-05-24,S17,Coastal_Plains,Undisturbed,9,28.28404,-97.72554,32.6,40.4,142,79,1,12,,3,0,6,32.2,51.5,2,25.3,49,7.3,39.9,2.9,448,279
0524-S17-U-P10-COMP,2026-05-24,S17,Coastal_Plains,Undisturbed,10,28.28404,-97.72554,32.6,40.4,142,91,1,11,,0,17,46,40.6,73.6,1,25.7,78,7.3,39.9,2.9,448,279
0524-S18-D-P01-COMP,2026-05-24,S18,Coastal_Plains,Disturbed,1,28.23799,-96.98688,35.6,3.5,236,29,2,2,Looks healthy,15,82,224,22.4,25.7,1,13.4,12,6.8,11.9,1.2,228,12
0524-S18-D-P02-COMP,2026-05-24,S18,Coastal_Plains,Disturbed,2,28.23799,-96.98688,35.6,3.5,236,26,2,1,Ants present,15,27,160,19.1,30.8,1,14.1,1,6.8,11.9,1.2,228,12
0524-S18-D-P03-COMP,2026-05-24,S18,Coastal_Plains,Disturbed,3,28.23799,-96.98688,35.6,3.5,236,14,4,0,Mowed recently,13,73,240,19.0,19.5,0,10.2,3,6.8,11.9,1.2,228,12
0524-S18-D-P04-COMP,2026-05-24,S18,Coastal_Plains,Disturbed,4,28.23799,-96.98688,35.6,3.5,236,23,3,2,Mowed recently,15,42,245,10.9,31.9,0,13.5,13,6.8,11.9,1.2,228,12
0524-S18-D-P05-COMP,2026-05-24,S18,Coastal_Plains,Disturbed,5,28.23799,-96.98688,35.6,3.5,236,16,2,1,Ants present,19,77,96,11.6,22.1,0,10.8,15,6.8,11.9,1.2,228,12
0524-S18-D-P06-COMP,2026-05-24,S18,Coastal_Plains,Disturbed,6,28.23799,-96.98688,35.6,3.5,236,21,2,2,Looks healthy,8,22,244,20.3,26.9,1,10.2,13,6.8,11.9,1.2,228,12
0524-S18-D-P07-COMP,2026-05-24,S18,Coastal_Plains,Disturbed,7,28.23799,-96.98688,35.6,3.5,236,24,3,2,Drought stressed,20,100,231,15.2,26.0,0,10.0,6,6.8,11.9,1.2,228,12
0524-S18-D-P08-COMP,2026-05-24,S18,Coastal_Plains,Disturbed,8,28.23799,-96.98688,35.6,3.5,236,0,2,1,Drought stressed,9,67,129,17.8,24.6,1,11.8,1,6.8,11.9,1.2,228,12
0524-S18-D-P09-COMP,2026-05-24,S18,Coastal_Plains,Disturbed,9,28.23799,-96.98688,35.6,3.5,236,13,3,1,Looks healthy,5,86,132,14.6,37.4,0,11.8,4,6.8,11.9,1.2,228,12
0524-S18-D-P10-COMP,2026-05-24,S18,Coastal_Plains,Disturbed,10,28.23799,-96.98688,35.6,3.5,236,13,2,0,Looks healthy,5,84,194,14.1,33.6,1,12.3,10,6.8,11.9,1.2,228,12
0524-S19-U-P01-COMP,2026-05-24,S19,Coastal_Plains,Undisturbed,1,27.4423,-97.07969,36.2,36.0,64,65,1,13,,0,12,47,44.7,54.3,1,24.3,69,8.5,20.7,4.9,493,267
0524-S19-U-P02-COMP,2026-05-24,S19,Coastal_Plains,Undisturbed,2,27.4423,-97.07969,36.2,36.0,64,97,1,8,,4,9,13,47.2,54.9,2,26.0,70,8.5,20.7,4.9,493,267
0524-S19-U-P03-COMP,2026-05-24,S19,Coastal_Plains,Undisturbed,3,27.4423,-97.07969,36.2,36.0,64,62,0,14,,2,16,36,40.3,69.4,1,26.2,43,8.5,20.7,4.9,493,267
0524-S19-U-P04-COMP,2026-05-24,S19,Coastal_Plains,Undisturbed,4,27.4423,-97.07969,36.2,36.0,64,64,1,5,Very thorny,4,16,6,48.7,95.2,1,26.8,60,8.5,20.7,4.9,493,267
0524-S19-U-P05-COMP,2026-05-24,S19,Coastal_Plains,Undisturbed,5,27.4423,-97.07969,36.2,36.0,64,91,2,10,Very thorny,1,6,46,41.0,52.9,1,22.1,76,8.5,20.7,4.9,493,267
0524-S19-U-P06-COMP,2026-05-24,S19,Coastal_Plains,Undisturbed,6,27.4423,-97.07969,36.2,36.0,64,60,2,8,Huge root,5,5,40,33.4,69.2,1,22.6,61,8.5,20.7,4.9,493,267
0524-S19-U-P07-COMP,2026-05-24,S19,Coastal_Plains,Undisturbed,7,27.4423,-97.07969,36.2,36.0,64,100,0,12,,3,9,19,42.5,95.3,1,23.9,58,8.5,20.7,4.9,493,267
0524-S19-U-P08-COMP,2026-05-24,S19,Coastal_Plains,Undisturbed,8,27.4423,-97.07969,36.2,36.0,64,60,1,9,Very thorny,5,16,12,42.4,81.1,2,28.6,71,8.5,20.7,4.9,493,267
0524-S19-U-P09-COMP,2026-05-24,S19,Coastal_Plains,Undisturbed,9,27.4423,-97.07969,36.2,36.0,64,71,1,13,Huge root,3,0,36,32.2,81.7,2,20.5,80,8.5,20.7,4.9,493,267
0524-S19-U-P10-COMP,2026-05-24,S19,Coastal_Plains,Undisturbed,10,27.4423,-97.07969,36.2,36.0,64,100,0,9,Very thorny,0,0,40,38.7,58.3,1,20.4,41,8.5,20.7,4.9,493,267
0524-S20-U-P01-COMP,2026-05-24,S20,Coastal_Plains,Undisturbed,1,28.10715,-97.56688,29.5,46.7,78,74,0,14,,3,6,37,45.0,76.0,1,26.3,73,8.4,31.2,3.3,554,180
0524-S20-U-P02-COMP,2026-05-24,S20,Coastal_Plains,Undisturbed,2,28.10715,-97.56688,29.5,46.7,78,76,2,11,Huge root,0,17,9,46.8,83.4,2,23.2,62,8.4,31.2,3.3,554,180
0524-S20-U-P03-COMP,2026-05-24,S20,Coastal_Plains,Undisturbed,3,28.10715,-97.56688,29.5,46.7,78,70,0,6,,1,1,27,47.0,75.6,1,25.1,60,8.4,31.2,3.3,554,180
0524-S20-U-P04-COMP,2026-05-24,S20,Coastal_Plains,Undisturbed,4,28.10715,-97.56688,29.5,46.7,78,88,2,11,,3,4,2,41.3,74.5,2,27.6,41,8.4,31.2,3.3,554,180
0524-S20-U-P05-COMP,2026-05-24,S20,Coastal_Plains,Undisturbed,5,28.10715,-97.56688,29.5,46.7,78,100,0,9,Flowering heavily,2,3,17,49.5,95.6,1,23.5,75,8.4,31.2,3.3,554,180
0524-S20-U-P06-COMP,2026-05-24,S20,Coastal_Plains,Undisturbed,6,28.10715,-97.56688,29.5,46.7,78,95,1,10,,0,20,34,42.1,52.1,2,26.1,68,8.4,31.2,3.3,554,180
0524-S20-U-P07-COMP,2026-05-24,S20,Coastal_Plains,Undisturbed,7,28.10715,-97.56688,29.5,46.7,78,82,1,14,Flowering heavily,1,3,32,26.9,75.6,2,27.0,60,8.4,31.2,3.3,554,180
0524-S20-U-P08-COMP,2026-05-24,S20,Coastal_Plains,Undisturbed,8,28.10715,-97.56688,29.5,46.7,78,87,2,6,,4,2,19,36.9,90.2,2,20.2,61,8.4,31.2,3.3,554,180
0524-S20-U-P09-COMP,2026-05-24,S20,Coastal_Plains,Undisturbed,9,28.10715,-97.56688,29.5,46.7,78,87,0,15,Flowering heavily,1,10,27,41.4,58.3,1,26.1,58,8.4,31.2,3.3,554,180
0524-S20-U-P10-COMP,2026-05-24,S20,Coastal_Plains,Undisturbed,10,28.10715,-97.56688,29.5,46.7,78,66,1,7,,0,7,43,31.3,60.0,1,23.3,47,8.4,31.2,3.3,554,180
